round,comp_time,comm_time,overhead,mse,f1,mode,clients
19,0.522120475769043,0.14010095596313477,12.881,0.19149483082925572,0.7735987707929721,Ours,20
20,0.5144948959350586,0.14007973670959473,12.881,0.18593743092873516,0.775153456098212,Ours,20
21,0.5177493095397949,0.14009928703308105,12.881,0.18097251653671265,0.7767922640880294,Ours,20
22,0.5233545303344727,0.14008021354675293,12.881,0.17641462911577785,0.7772739397172579,Ours,20
23,0.5542547702789307,0.14008522033691406,12.881,0.17188602028524175,0.7782443511297741,Ours,20
24,0.5533452033996582,0.1400916576385498,12.881,0.16759848769973307,0.7823427735673447,Ours,20
25,0.5348305702209473,0.14009642601013184,12.881,0.16347593069076538,0.7874297055904731,Ours,20
26,0.5260469913482666,0.14009547233581543,12.881,0.1595055333831731,0.815955664389741,Ours,20
27,0.5145432949066162,0.14010119438171387,12.881,0.15589027764166102,0.8318820313989703,Ours,20
28,0.5320360660552979,0.14009499549865723,12.881,0.15229536329998689,0.8399318052661489,Ours,20
29,0.5349209308624268,0.14010143280029297,12.881,0.1487989785040126,0.8488379377310029,Ours,20
30,0.5333929061889648,0.1400740146636963,12.881,0.14561817093807108,0.8581890399056662,Ours,20
31,0.5600566864013672,0.14011287689208984,12.881,0.1425276740508921,0.8628539700166574,Ours,20
32,0.5401983261108398,0.1401076316833496,12.881,0.13975471915567622,0.8645185139547779,Ours,20
33,0.5340654850006104,0.1400892734527588,12.881,0.13687292398775325,0.8658461538461538,Ours,20
34,0.5626206398010254,0.14011549949645996,12.881,0.13433919474482536,0.8672566371681416,Ours,20
35,0.5288159847259521,0.14010977745056152,12.881,0.13182573502554612,0.868737721021611,Ours,20
36,0.5442028045654297,0.14009356498718262,12.881,0.12927808481104233,0.8699705593719332,Ours,20
37,0.5406093597412109,0.14008784294128418,12.881,0.12714394116226366,0.872224600893021,Ours,20
38,0.5225083827972412,0.14010906219482422,12.881,0.12492674238541547,0.8748475237862894,Ours,20
39,0.5341095924377441,0.14008212089538574,12.881,0.12278250319992795,0.8766055883606259,Ours,20
40,0.5570940971374512,0.14008593559265137,12.881,0.12093463342855959,0.8775944975348469,Ours,20
41,0.5083508491516113,0.1400928497314453,12.881,0.11920442475992091,0.8784580774609351,Ours,20
42,0.5257725715637207,0.14018774032592773,12.881,0.11748142036445,0.8794067590566497,Ours,20
43,0.5516483783721924,0.1400892734527588,12.881,0.11579733013230212,0.8806504459680845,Ours,20
44,0.5506234169006348,0.14008784294128418,12.881,0.11442315074450829,0.8813333333333333,Ours,20
45,0.5174431800842285,0.14008021354675293,12.881,0.11289851498954437,0.881762071886724,Ours,20
46,0.5224947929382324,0.14009380340576172,12.881,0.11146483307375628,0.8824240958025886,Ours,20
47,0.5271472930908203,0.14007949829101562,12.881,0.10998877510428429,0.8831529952245663,Ours,20
48,0.5162253379821777,0.1401050090789795,12.881,0.10864078779430951,0.8832376925400182,Ours,20
49,0.56229567527771,0.14010858535766602,12.881,0.10727187443305464,0.8837349761430211,Ours,20
0,0.17852330207824707,2.0265579223632812e-05,0,0.6036225627450382,0.6564162355170152,Vanilla,100
1,0.17868256568908691,2.0742416381835938e-05,0,0.5625981986522675,0.6580748507354012,Vanilla,100
2,0.18039560317993164,2.002716064453125e-05,0,0.5308849057730507,0.6592,Vanilla,100
3,0.1795802116394043,2.1457672119140625e-05,0,0.5062948070904788,0.6615842590575765,Vanilla,100
4,0.17638063430786133,2.09808349609375e-05,0,0.48690880835056305,0.6636719316041153,Vanilla,100
5,0.1773829460144043,2.1696090698242188e-05,0,0.47131451964378357,0.6639623324882289,Vanilla,100
6,0.17655730247497559,2.193450927734375e-05,0,0.4584095399169361,0.6638168381394001,Vanilla,100
7,0.18602418899536133,2.3603439331054688e-05,0,0.44745758964734916,0.6638643281635019,Vanilla,100
8,0.18149018287658691,2.2649765014648438e-05,0,0.4378982203848222,0.6659434439864034,Vanilla,100
9,0.19492602348327637,2.3365020751953125e-05,0,0.429488743929302,0.6687833742242748,Vanilla,100
10,0.18338966369628906,2.2649765014648438e-05,0,1.0684311915846432,0.6103272290603422,Vanilla,100
11,0.1787738800048828,2.193450927734375e-05,0,2.1914921437992767,0.6087087312927728,Vanilla,100
12,0.17793869972229004,2.288818359375e-05,0,2.4805455137701595,0.6395631963402937,Vanilla,100
13,0.17568659782409668,2.3365020751953125e-05,0,3.07279012483709,0.5499842816724301,Vanilla,100
14,0.17885875701904297,8.487701416015625e-05,0,3.934784124879276,0.5513343799058085,Vanilla,100
15,0.18007779121398926,2.3126602172851562e-05,0,5.497465287937837,0.7005126044519345,Vanilla,100
16,0.17981839179992676,2.4557113647460938e-05,0,6.765143170076258,0.5774572239699225,Vanilla,100
17,0.18231892585754395,2.2172927856445312e-05,0,8.358434060040642,0.5097722500403812,Vanilla,100
18,0.18410015106201172,2.47955322265625e-05,0,9.948698156020221,0.5996515415498825,Vanilla,100
19,0.1880476474761963,2.288818359375e-05,0,13.18341863856596,0.6331457345971564,Vanilla,100
20,0.18103241920471191,2.3126602172851562e-05,0,13.726014109218822,0.5934049196557764,Vanilla,100
21,0.18413972854614258,2.4318695068359375e-05,0,15.532600683324477,0.6153152476140378,Vanilla,100
22,0.1833193302154541,2.4318695068359375e-05,0,17.046088723575366,0.635372636262514,Vanilla,100
23,0.17914533615112305,2.2649765014648438e-05,0,18.951046102187213,0.6022091087910425,Vanilla,100
24,0.17466950416564941,2.1457672119140625e-05,0,23.968449536491843,0.6264015547914487,Vanilla,100
25,0.17983508110046387,2.288818359375e-05,0,24.281819455763873,0.6403657547378512,Vanilla,100
26,0.19075298309326172,2.2411346435546875e-05,0,27.26115125768325,0.6497245684906353,Vanilla,100
27,0.18212246894836426,2.6464462280273438e-05,0,26.634378096636603,0.6078047310531867,Vanilla,100
28,0.17959976196289062,2.5272369384765625e-05,0,30.24520840364344,0.6207102357505222,Vanilla,100
29,0.18932366371154785,2.4080276489257812e-05,0,31.218236642725326,0.5964002440512508,Vanilla,100
30,0.18825292587280273,2.288818359375e-05,0,29.6713446448831,0.6197246333433104,Vanilla,100
31,0.18257474899291992,2.4318695068359375e-05,0,34.331205760731415,0.6388520971302428,Vanilla,100
32,0.18048882484436035,2.4318695068359375e-05,0,36.625620898078466,0.6268945022288261,Vanilla,100
33,0.17960143089294434,2.3603439331054688e-05,0,40.138059952679804,0.5976924244724457,Vanilla,100
34,0.18256211280822754,2.288818359375e-05,0,46.15530126235064,0.608852483655219,Vanilla,100
35,0.18278145790100098,2.2411346435546875e-05,0,49.782708785113165,0.5767097966728281,Vanilla,100
36,0.18691635131835938,3.218650817871094e-05,0,49.39136718301212,0.6207050756502944,Vanilla,100
37,0.17939233779907227,2.1219253540039062e-05,0,54.442755194271314,0.6438346139773143,Vanilla,100
38,0.18125104904174805,2.2172927856445312e-05,0,70.67611986048081,0.6411384976525821,Vanilla,100
39,0.1800525188446045,2.1457672119140625e-05,0,78.12314067167394,0.643595571522839,Vanilla,100
40,0.17933225631713867,2.2172927856445312e-05,0,81.89942842371323,0.6324483775811209,Vanilla,100
41,0.17444396018981934,2.193450927734375e-05,0,92.42965384090648,0.6507728200641586,Vanilla,100
42,0.1811368465423584,2.3126602172851562e-05,0,114.66366711784812,0.6591667876324575,Vanilla,100
43,0.17844247817993164,2.0742416381835938e-05,0,121.28894020529354,0.6335055350553506,Vanilla,100
44,0.1789689064025879,2.2172927856445312e-05,0,122.62228573069854,0.6128790153107175,Vanilla,100
45,0.1769554615020752,2.1219253540039062e-05,0,132.0715513790355,0.6703653000936667,Vanilla,100
46,0.1790766716003418,2.574920654296875e-05,0,121.55326147640453,0.6394928871526498,Vanilla,100
47,0.1793968677520752,2.1696090698242188e-05,0,114.68304353601792,0.5710312862108923,Vanilla,100
48,0.17917823791503906,2.0503997802734375e-05,0,119.35744498757755,0.5734772552043177,Vanilla,100
49,0.17335128784179688,2.002716064453125e-05,0,132.2638208725873,0.4836408364083641,Vanilla,100
0,0.17615342140197754,2.0004215240478516,0.4000000000000003,0.7141132442390218,0.5922530369012148,BlockFL,100
1,0.17711400985717773,2.0004212856292725,0.4000000000000003,0.6648861152284286,0.6234600164264914,BlockFL,100
2,0.1777782440185547,2.0001375675201416,0.4000000000000003,0.6250443931888131,0.6338320248852022,BlockFL,100
3,0.17719316482543945,2.0001213550567627,0.4000000000000003,0.5923101884477279,0.6380748505204105,BlockFL,100
4,0.17679238319396973,2.0001113414764404,0.4000000000000003,0.5649138022871578,0.6417844522968198,BlockFL,100
5,0.17495965957641602,2.0001261234283447,0.4000000000000003,0.5416882169597289,0.6442795209052833,BlockFL,100
6,0.17889976501464844,2.0004169940948486,0.4000000000000003,0.5217986580203561,0.6455119729690025,BlockFL,100
7,0.1769421100616455,2.000222682952881,0.4000000000000003,0.5047003398923313,0.6485416972006449,BlockFL,100
8,0.1744523048400879,2.000115394592285,0.4000000000000003,0.4898001542862724,0.6501683994728364,BlockFL,100
9,0.1807703971862793,2.0005991458892822,0.4000000000000003,0.4769009044941734,0.6521453110152766,BlockFL,100
10,0.17618417739868164,2.0004217624664307,0.4000000000000003,1.232324884218328,0.5755351209334673,BlockFL,100
11,0.1791520118713379,2.0004241466522217,0.4000000000000003,2.3861866418053124,0.5748725081131201,BlockFL,100
12,0.1813983917236328,2.0001108646392822,0.4000000000000003,2.7470357418060303,0.5013814399479929,BlockFL,100
13,0.17795777320861816,2.0004477500915527,0.4000000000000003,3.206165951841018,0.5863545969098976,BlockFL,100
14,0.17801332473754883,2.0001139640808105,0.4000000000000003,4.36238096742069,0.6060422960725076,BlockFL,100
15,0.17737054824829102,2.0001254081726074,0.4000000000000003,6.315189459744622,0.568689601855431,BlockFL,100
16,0.17708635330200195,2.000105857849121,0.4000000000000003,7.680671495549819,0.6552177725811167,BlockFL,100
17,0.19286799430847168,2.000424861907959,0.4000000000000003,9.077707066255456,0.6072423398328691,BlockFL,100
18,0.176649808883667,2.0002574920654297,0.4000000000000003,10.792603071998148,0.6143252750542624,BlockFL,100
19,0.178863525390625,2.000413656234741,0.4000000000000003,12.00677459380206,0.7107703032415476,BlockFL,100
20,0.17699217796325684,2.0002379417419434,0.4000000000000003,14.704021397758932,0.7155286420268672,BlockFL,100
21,0.17771363258361816,2.0002174377441406,0.4000000000000003,17.004935152390424,0.6620589305201892,BlockFL,100
22,0.17499446868896484,2.000420331954956,0.4000000000000003,20.607937644509708,0.712780065610386,BlockFL,100
23,0.178558349609375,2.000419855117798,0.4000000000000003,26.814311027526855,0.6148760330578512,BlockFL,100
24,0.17723464965820312,2.000445604324341,0.4000000000000003,26.94525572832893,0.6065672541045338,BlockFL,100
25,0.17467379570007324,2.000420331954956,0.4000000000000003,26.015373903162338,0.6992316909847043,BlockFL,100
26,0.1781609058380127,2.0004165172576904,0.4000000000000003,27.619817789863138,0.7035345372777738,BlockFL,100
27,0.17666101455688477,2.0001213550567627,0.4000000000000003,27.854751306421615,0.7281767955801105,BlockFL,100
28,0.1744241714477539,2.000422239303589,0.4000000000000003,31.03216563954073,0.6640063846767758,BlockFL,100
29,0.17502665519714355,2.0001204013824463,0.4000000000000003,32.408465778126434,0.7086680170426766,BlockFL,100
30,0.17974042892456055,2.0001349449157715,0.4000000000000003,38.173004038193646,0.7197889914624835,BlockFL,100
31,0.17355966567993164,2.0004210472106934,0.4000000000000003,44.2702849893009,0.7434690675942978,BlockFL,100
32,0.17352747917175293,2.000365972518921,0.4000000000000003,43.23307205648983,0.719671675013912,BlockFL,100
33,0.17424249649047852,2.0001091957092285,0.4000000000000003,46.18927630256204,0.6374407582938388,BlockFL,100
34,0.17676353454589844,2.000361919403076,0.4000000000000003,50.783126943251666,0.47795092838196285,BlockFL,100
35,0.17653369903564453,2.0004148483276367,0.4000000000000003,55.00347552579992,0.5879920355337724,BlockFL,100
36,0.17320871353149414,2.0002026557922363,0.4000000000000003,58.9251600153306,0.6216579536967887,BlockFL,100
37,0.17570734024047852,2.0004050731658936,0.4000000000000003,65.74139034046846,0.656714244101369,BlockFL,100
38,0.17679977416992188,2.000422716140747,0.4000000000000003,65.67371727438534,0.6399058961917365,BlockFL,100
39,0.17238140106201172,2.000425338745117,0.4000000000000003,63.66903170417337,0.6419444852401234,BlockFL,100
40,0.1756908893585205,2.0004210472106934,0.4000000000000003,74.78798630658318,0.6471449487554904,BlockFL,100
41,0.17578554153442383,2.00011944770813,0.4000000000000003,76.79687455121208,0.6079348317996681,BlockFL,100
42,0.1770617961883545,2.000413417816162,0.4000000000000003,73.66565502391143,0.6685916407998268,BlockFL,100
43,0.1778099536895752,2.0004823207855225,0.4000000000000003,80.9279946719899,0.6781947334433522,BlockFL,100
44,0.17657756805419922,2.00012469291687,0.4000000000000003,89.01620977065143,0.6480708690240867,BlockFL,100
45,0.17618203163146973,2.0001437664031982,0.4000000000000003,104.21112307380227,0.6792804414821185,BlockFL,100
46,0.1736466884613037,2.0001280307769775,0.4000000000000003,92.18921504301183,0.6417151698224416,BlockFL,100
47,0.17351198196411133,2.0001213550567627,0.4000000000000003,105.12691273408778,0.7351047801671003,BlockFL,100
48,0.17717623710632324,2.000107765197754,0.4000000000000003,114.49690381218406,0.812475884244373,BlockFL,100
49,0.19989633560180664,2.0001087188720703,0.4000000000000003,139.87216590432558,0.7988826815642458,BlockFL,100
0,0.17543578147888184,0.5601766109466553,92.00100000000015,0.6562446636312148,0.742014742014742,Ours,100
1,0.1791090965270996,0.560490608215332,92.00100000000015,0.5978982588824104,0.7398851831601968,Ours,100
2,0.1785588264465332,0.5606167316436768,92.00100000000015,0.5504202194073621,0.7069134763707755,Ours,100
3,0.1748976707458496,0.5601871013641357,92.00100000000015,0.5134664230486926,0.691564896336268,Ours,100
4,0.17750811576843262,0.5602972507476807,92.00100000000015,0.48563095751930685,0.684759320097129,Ours,100
5,0.17303061485290527,0.5603055953979492,92.00100000000015,0.4649911575457629,0.6827349449291947,Ours,100
6,0.17430424690246582,0.560145378112793,92.00100000000015,0.44948477867771597,0.680140471583172,Ours,100
7,0.1777942180633545,0.560215950012207,92.00100000000015,0.43767499134821053,0.6777251184834123,Ours,100
8,0.1769578456878662,0.5601897239685059,92.00100000000015,0.42835599184036255,0.6762527859659213,Ours,100
9,0.17487597465515137,0.5605056285858154,92.00100000000015,0.4206899001317866,0.6784842830486579,Ours,100
10,0.1771538257598877,0.5604918003082275,92.00100000000015,0.41341972876997557,0.6785791173304628,Ours,100
11,0.17588281631469727,0.420149564743042,64.4010000000001,0.4071991513757145,0.6796673358187554,Ours,100
12,0.1765298843383789,0.4204590320587158,64.4010000000001,0.40152215519372153,0.6806620333882639,Ours,100
13,0.17690110206604004,0.4202594757080078,64.4010000000001,0.3963617989245583,0.6820296285693838,Ours,100
14,0.1764049530029297,0.42017269134521484,64.4010000000001,0.391498203663265,0.6837667905115747,Ours,100
15,0.17586851119995117,0.42046046257019043,64.4010000000001,0.38677673743051644,0.6857835794279192,Ours,100
16,0.17469310760498047,0.4201672077178955,64.4010000000001,0.38229822586564455,0.686301076802396,Ours,100
17,0.18143367767333984,0.4202725887298584,64.4010000000001,0.3779832378906362,0.686818279033293,Ours,100
18,0.17419791221618652,0.420548677444458,64.4010000000001,0.37376239019281726,0.6883098391000997,Ours,100
19,0.17699694633483887,0.4204983711242676,64.4010000000001,0.3696295364814646,0.6910563330255026,Ours,100
20,0.17656970024108887,0.42050933837890625,64.4010000000001,0.3655218034982681,0.6933276607813941,Ours,100
21,0.17725157737731934,0.4201674461364746,64.4010000000001,0.3615228919421925,0.69434603939351,Ours,100
22,0.18212246894836426,0.42044734954833984,64.4010000000001,0.3575392418047961,0.696881849678286,Ours,100
23,0.17702221870422363,0.4201648235321045,64.4010000000001,0.35371265253599954,0.6987220221704441,Ours,100
24,0.1770336627960205,0.4204525947570801,64.4010000000001,0.3499034239965327,0.7025695177754312,Ours,100
25,0.1921226978302002,0.4204552173614502,64.4010000000001,0.34614941477775574,0.7062043795620438,Ours,100
26,0.17729783058166504,0.4201498031616211,64.4010000000001,0.3425002632772221,0.7090947279983196,Ours,100
27,0.17788481712341309,0.4204685688018799,64.4010000000001,0.33888472967288075,0.7179986101459347,Ours,100
28,0.17687225341796875,0.4201483726501465,64.4010000000001,0.33528222494265614,0.7227263281845259,Ours,100
29,0.17804574966430664,0.42012524604797363,64.4010000000001,0.3317355425918804,0.7403511168795682,Ours,100
30,0.17443203926086426,0.42028260231018066,64.4010000000001,0.328279518029269,0.7413122141052775,Ours,100
31,0.18056988716125488,0.4204699993133545,64.4010000000001,0.3248562435893452,0.743098629950242,Ours,100
32,0.17586874961853027,0.42015552520751953,64.4010000000001,0.3214929279159097,0.7455114254624592,Ours,100
33,0.1745455265045166,0.42026615142822266,64.4010000000001,0.3181402236223221,0.7472154305895137,Ours,100
34,0.1752636432647705,0.42045092582702637,64.4010000000001,0.3148433215477887,0.7502540134119081,Ours,100
35,0.17733120918273926,0.42013025283813477,64.4010000000001,0.3116210558835198,0.7513879485443467,Ours,100
36,0.17688345909118652,0.4202594757080078,64.4010000000001,0.3084616871441112,0.751692391010019,Ours,100
37,0.17299342155456543,0.42015504837036133,64.4010000000001,0.3053608641904943,0.7522674969541085,Ours,100
38,0.17786622047424316,0.42049288749694824,64.4010000000001,0.3023088013424593,0.7531114718614719,Ours,100
39,0.17710232734680176,0.4201545715332031,64.4010000000001,0.2993038252872579,0.7541559670225706,Ours,100
40,0.17587971687316895,0.4202754497528076,64.4010000000001,0.29636353604933796,0.7551654287643484,Ours,100
41,0.17922759056091309,0.420548677444458,64.4010000000001,0.2935129772214329,0.7557354925775979,Ours,100
42,0.17646193504333496,0.4201633930206299,64.4010000000001,0.29064880574450774,0.7563557893317149,Ours,100
43,0.17868304252624512,0.42024946212768555,64.4010000000001,0.2878456457572825,0.7567932034252579,Ours,100
44,0.17766833305358887,0.4201686382293701,64.4010000000001,0.285023545517641,0.7607848407472114,Ours,100
45,0.2001192569732666,0.42046070098876953,64.4010000000001,0.28231868980561986,0.7619175506915536,Ours,100
46,0.17566180229187012,0.4201815128326416,64.4010000000001,0.27968526938382315,0.7625822037310428,Ours,100
47,0.17856287956237793,0.42017054557800293,64.4010000000001,0.2770320514545721,0.7628755364806867,Ours,100
48,0.17800593376159668,0.42046213150024414,64.4010000000001,0.2744707986712456,0.7629266984105694,Ours,100
49,0.1779792308807373,0.42015528678894043,64.4010000000001,0.27196776516297283,0.7630802253823451,Ours,100
