round,comp_time,comm_time,overhead,mse,f1,mode,clients
28,0.8240399360656738,2.86102294921875e-06,0,3008.6590576171875,0.6234056835981204,Vanilla,10
29,0.845240592956543,3.337860107421875e-06,0,3394.947193818934,0.6161805503486542,Vanilla,10
30,0.8890337944030762,2.86102294921875e-06,0,4224.935360179228,0.5795691452397498,Vanilla,10
31,0.8774738311767578,3.5762786865234375e-06,0,4047.8140653722426,0.5468394189242246,Vanilla,10
32,0.844484806060791,3.0994415283203125e-06,0,9150.857393152573,0.5308124357250218,Vanilla,10
33,0.8184144496917725,3.0994415283203125e-06,0,8090.26375804228,0.5559454191033139,Vanilla,10
34,0.8294153213500977,3.0994415283203125e-06,0,8508.725571576288,0.5884332925336597,Vanilla,10
35,0.8198521137237549,3.0994415283203125e-06,0,7762.479750689338,0.6168461998803112,Vanilla,10
36,0.8173959255218506,3.814697265625e-06,0,7925.326387293198,0.6354174355945966,Vanilla,10
37,0.8314676284790039,3.0994415283203125e-06,0,8252.291877297794,0.6278240190249703,Vanilla,10
38,0.823267936706543,3.0994415283203125e-06,0,9648.849235983456,0.5942217794467008,Vanilla,10
39,0.8198142051696777,3.5762786865234375e-06,0,10149.50927734375,0.6060560296005437,Vanilla,10
40,0.8140614032745361,3.5762786865234375e-06,0,12247.858771829044,0.47248545303408146,Vanilla,10
41,0.8122267723083496,3.0994415283203125e-06,0,12385.85368795956,0.5021110750243586,Vanilla,10
42,0.815044641494751,3.0994415283203125e-06,0,14217.170668658087,0.45305439330543934,Vanilla,10
43,0.8272676467895508,3.0994415283203125e-06,0,13374.83088235294,0.490553584687732,Vanilla,10
44,0.8158416748046875,3.337860107421875e-06,0,12915.92414407169,0.2691515265030905,Vanilla,10
45,0.827141523361206,3.337860107421875e-06,0,12925.858628216913,0.4727815063385533,Vanilla,10
46,0.8159139156341553,3.337860107421875e-06,0,13474.63712086397,0.4393875306657643,Vanilla,10
47,0.8161778450012207,3.337860107421875e-06,0,11530.196547564337,0.5042235217673814,Vanilla,10
48,0.8423943519592285,3.337860107421875e-06,0,13079.739028033087,0.3489247311827957,Vanilla,10
49,0.8118557929992676,3.5762786865234375e-06,0,19236.226964613972,0.5464403583215465,Vanilla,10
0,0.8135561943054199,2.000079393386841,0.04000000000000001,0.44981207917718324,0.7300427409347856,BlockFL,10
1,0.8090729713439941,2.0000789165496826,0.04000000000000001,0.3784910466741113,0.7350861536349282,BlockFL,10
2,0.822171688079834,2.0000762939453125,0.04000000000000001,0.3421300702235278,0.7438433726720786,BlockFL,10
3,0.8154840469360352,2.000079870223999,0.04000000000000001,0.3150286402772455,0.7588394062078273,BlockFL,10
4,0.8040323257446289,2.000102996826172,0.04000000000000001,0.29119547587983746,0.7599838100377766,BlockFL,10
5,0.7964749336242676,2.000091791152954,0.04000000000000001,0.27076679249020186,0.7636216870711691,BlockFL,10
6,0.8105330467224121,2.000328302383423,0.04000000000000001,0.2526111002354061,0.7689629778402625,BlockFL,10
7,0.7947952747344971,2.000380754470825,0.04000000000000001,0.23605826979174332,0.7736087970676441,BlockFL,10
8,0.8370954990386963,2.0000741481781006,0.04000000000000001,0.22202906275496764,0.783535173052743,BlockFL,10
9,0.8202304840087891,2.0000922679901123,0.04000000000000001,0.2097991060684709,0.7926261234665092,BlockFL,10
